,participant_id,trial_type,model,aphantasia_image,phantasia_image,target,choice,reaction_time,image_choice_location,accuracy,winner_model,chosen_image,winner_image,color,shape,content,overall,model_feedback,firstRandomizedTrial,timestamp,saw_visuals,visual_experiences,visual_description,time_to_emerge_visual,frequency_visual,intensity_visual,duration_visual,location_visual,emotional_experience,consciousness_changes,consciousness_description,visual_imagery_vividness,verbal_imagery_vividness,age,debrief,diagnosis,education,english_speaker,gender,handedness,normal_vision,previous_participation,verbal_likert,visual_likert,vviq-1,vviq-10,vviq-11,vviq-12,vviq-13,vviq-14,vviq-15,vviq-16,vviq-2,vviq-3,vviq-4,vviq-5,vviq-6,vviq-7,vviq-8,vviq-9,vviq_sum,vviq_z
22,7,normal,stable,3271_stable,4069_stable,007_stable,own,7.77,right,1,na,participant_007_stable,participant_007_gpto,4,4,5,4,"I don't quite remember the color of the honeycomb pattern but I don't think it was black. Also, the diamonds were not making a checkerboard pattern and it was more like rows of diamonds against a background.",verbal,2025-04-11T19:56:08.906Z,True,"[""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]",I saw patterns of red diamonds and another time I saw patterns of honeycombs. There were also times when the flickering looked more orange than red or black. I can't remember exactly what they looked like but that is what I remember.,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""No change, fully alert in the here and now""]",I didn't feel a change in state of consciousness,,,21,How the visual effects of the Ganzfeld flicker are different for people with different levels of mental imagery vividness,No,High School,Yes,Woman,Right,Yes,No,7,7,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,62,0.25631927163369383
23,7,normal,gemini,3271_gemini,4069_gemini,007_gemini,own,5.67,left,1,na,participant_007_gemini,participant_007_gpto,4,4,5,4,"I don't quite remember the color of the honeycomb pattern but I don't think it was black. Also, the diamonds were not making a checkerboard pattern and it was more like rows of diamonds against a background.",verbal,2025-04-11T19:56:08.906Z,True,"[""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]",I saw patterns of red diamonds and another time I saw patterns of honeycombs. There were also times when the flickering looked more orange than red or black. I can't remember exactly what they looked like but that is what I remember.,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""No change, fully alert in the here and now""]",I didn't feel a change in state of consciousness,,,21,How the visual effects of the Ganzfeld flicker are different for people with different levels of mental imagery vividness,No,High School,Yes,Woman,Right,Yes,No,7,7,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,62,0.25631927163369383
24,7,normal,dalle,3271_dalle,4069_dalle,007_dalle,own,4.25,left,1,na,participant_007_dalle,participant_007_gpto,4,4,5,4,"I don't quite remember the color of the honeycomb pattern but I don't think it was black. Also, the diamonds were not making a checkerboard pattern and it was more like rows of diamonds against a background.",verbal,2025-04-11T19:56:08.906Z,True,"[""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]",I saw patterns of red diamonds and another time I saw patterns of honeycombs. There were also times when the flickering looked more orange than red or black. I can't remember exactly what they looked like but that is what I remember.,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""No change, fully alert in the here and now""]",I didn't feel a change in state of consciousness,,,21,How the visual effects of the Ganzfeld flicker are different for people with different levels of mental imagery vividness,No,High School,Yes,Woman,Right,Yes,No,7,7,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,62,0.25631927163369383
25,7,normal,claude,3271_claude,4069_claude,007_claude,own,5.18,middle,1,na,participant_007_claude,participant_007_gpto,4,4,5,4,"I don't quite remember the color of the honeycomb pattern but I don't think it was black. Also, the diamonds were not making a checkerboard pattern and it was more like rows of diamonds against a background.",verbal,2025-04-11T19:56:08.906Z,True,"[""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]",I saw patterns of red diamonds and another time I saw patterns of honeycombs. There were also times when the flickering looked more orange than red or black. I can't remember exactly what they looked like but that is what I remember.,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""No change, fully alert in the here and now""]",I didn't feel a change in state of consciousness,,,21,How the visual effects of the Ganzfeld flicker are different for people with different levels of mental imagery vividness,No,High School,Yes,Woman,Right,Yes,No,7,7,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,62,0.25631927163369383
26,7,normal,gpt4.5,3271_gpt4.5,4069_gpt4.5,007_gpt4.5,own,3.76,left,1,na,participant_007_gpt4,participant_007_gpto,4,4,5,4,"I don't quite remember the color of the honeycomb pattern but I don't think it was black. Also, the diamonds were not making a checkerboard pattern and it was more like rows of diamonds against a background.",verbal,2025-04-11T19:56:08.906Z,True,"[""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]",I saw patterns of red diamonds and another time I saw patterns of honeycombs. There were also times when the flickering looked more orange than red or black. I can't remember exactly what they looked like but that is what I remember.,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""No change, fully alert in the here and now""]",I didn't feel a change in state of consciousness,,,21,How the visual effects of the Ganzfeld flicker are different for people with different levels of mental imagery vividness,No,High School,Yes,Woman,Right,Yes,No,7,7,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,62,0.25631927163369383
27,7,final,na,na,na,na,own,12.34,bottom_middle,1,gpto,participant_007_gpto,participant_007_gpto,4,4,5,4,"I don't quite remember the color of the honeycomb pattern but I don't think it was black. Also, the diamonds were not making a checkerboard pattern and it was more like rows of diamonds against a background.",verbal,2025-04-11T19:56:08.906Z,True,"[""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)"",""Colors other than red and black""]",I saw patterns of red diamonds and another time I saw patterns of honeycombs. There were also times when the flickering looked more orange than red or black. I can't remember exactly what they looked like but that is what I remember.,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""No change, fully alert in the here and now""]",I didn't feel a change in state of consciousness,,,21,How the visual effects of the Ganzfeld flicker are different for people with different levels of mental imagery vividness,No,High School,Yes,Woman,Right,Yes,No,7,7,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,62,0.25631927163369383
28,8,normal,gpto,1819_gpto,1034_gpto,008_gpto,own,8.2,right,1,na,participant_008_gpto,participant_008_gpt4,2,4,2,3,"I feel like it's pretty difficult for images to resemble the experience just because there were three main parts of my experience, and also the tunnel spiderweb thing was more of a grayish thing that happened concurrently to the red/black flashing. It also went to a point instead of seeing a circle at the end.",drawing,2025-04-14T17:49:33.508Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","I saw three main things, in three separate sections. The first things I started to see were spiderweb-like lines that were not colored, but were moreso lighter/darker over the red/black flickering. The spider-web lines felt almost like a tunnel based on how they were shaped, like it was the inside view of a cylinder made up of the spider-web lines. It also felt like it was moving in a way where the cylindrical structure of the lines were part of the tunnel that was either coming towards or away from what I was seeing. The second part was the most hallucinations I saw in a short period of time. The screen started growing, and it was still just the red/black flash but the screen felt like it was slowly getting bigger, and there were moments were I was fully immersed into the screen like there was nothing else around it, and the screen didn't stop looking like it was growing until that section of my hallucinations ended. The last part, I saw directional lines that were moving towards the curves they were pointing to. The lines were alternating between left to right and right to left from top to bottom. This one is a bit hard to explain with words but I drew this on the paper, as well as the tunnel spider-web thing. It's also notable that I saw cyan occasionally throughout the whole time in small moments.",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat enjoyable, but easy to stop","[""No change, fully alert in the here and now""]",,6.0,5.0,21,I think this study tied to how vivid our imagery is as individuals and how that ties into what we see during the flashes.,No,High School,Yes,Man,Left,Yes,No,4,5,3,4,4,4,3,4,4,3,2,3,4,4,3,4,2,4,55,-0.3896052928832145
29,8,normal,dalle,1819_dalle,1034_dalle,008_dalle,own,6.61,middle,1,na,participant_008_dalle,participant_008_gpt4,2,4,2,3,"I feel like it's pretty difficult for images to resemble the experience just because there were three main parts of my experience, and also the tunnel spiderweb thing was more of a grayish thing that happened concurrently to the red/black flashing. It also went to a point instead of seeing a circle at the end.",drawing,2025-04-14T17:49:33.508Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","I saw three main things, in three separate sections. The first things I started to see were spiderweb-like lines that were not colored, but were moreso lighter/darker over the red/black flickering. The spider-web lines felt almost like a tunnel based on how they were shaped, like it was the inside view of a cylinder made up of the spider-web lines. It also felt like it was moving in a way where the cylindrical structure of the lines were part of the tunnel that was either coming towards or away from what I was seeing. The second part was the most hallucinations I saw in a short period of time. The screen started growing, and it was still just the red/black flash but the screen felt like it was slowly getting bigger, and there were moments were I was fully immersed into the screen like there was nothing else around it, and the screen didn't stop looking like it was growing until that section of my hallucinations ended. The last part, I saw directional lines that were moving towards the curves they were pointing to. The lines were alternating between left to right and right to left from top to bottom. This one is a bit hard to explain with words but I drew this on the paper, as well as the tunnel spider-web thing. It's also notable that I saw cyan occasionally throughout the whole time in small moments.",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat enjoyable, but easy to stop","[""No change, fully alert in the here and now""]",,6.0,5.0,21,I think this study tied to how vivid our imagery is as individuals and how that ties into what we see during the flashes.,No,High School,Yes,Man,Left,Yes,No,4,5,3,4,4,4,3,4,4,3,2,3,4,4,3,4,2,4,55,-0.3896052928832145
30,8,normal,gpt4.5,1819_gpt4.5,1034_gpt4.5,008_gpt4.5,own,4.69,left,1,na,participant_008_gpt4,participant_008_gpt4,2,4,2,3,"I feel like it's pretty difficult for images to resemble the experience just because there were three main parts of my experience, and also the tunnel spiderweb thing was more of a grayish thing that happened concurrently to the red/black flashing. It also went to a point instead of seeing a circle at the end.",drawing,2025-04-14T17:49:33.508Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","I saw three main things, in three separate sections. The first things I started to see were spiderweb-like lines that were not colored, but were moreso lighter/darker over the red/black flickering. The spider-web lines felt almost like a tunnel based on how they were shaped, like it was the inside view of a cylinder made up of the spider-web lines. It also felt like it was moving in a way where the cylindrical structure of the lines were part of the tunnel that was either coming towards or away from what I was seeing. The second part was the most hallucinations I saw in a short period of time. The screen started growing, and it was still just the red/black flash but the screen felt like it was slowly getting bigger, and there were moments were I was fully immersed into the screen like there was nothing else around it, and the screen didn't stop looking like it was growing until that section of my hallucinations ended. The last part, I saw directional lines that were moving towards the curves they were pointing to. The lines were alternating between left to right and right to left from top to bottom. This one is a bit hard to explain with words but I drew this on the paper, as well as the tunnel spider-web thing. It's also notable that I saw cyan occasionally throughout the whole time in small moments.",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat enjoyable, but easy to stop","[""No change, fully alert in the here and now""]",,6.0,5.0,21,I think this study tied to how vivid our imagery is as individuals and how that ties into what we see during the flashes.,No,High School,Yes,Man,Left,Yes,No,4,5,3,4,4,4,3,4,4,3,2,3,4,4,3,4,2,4,55,-0.3896052928832145
31,8,normal,stable,1819_stable,1034_stable,008_stable,own,4.85,middle,1,na,participant_008_stable,participant_008_gpt4,2,4,2,3,"I feel like it's pretty difficult for images to resemble the experience just because there were three main parts of my experience, and also the tunnel spiderweb thing was more of a grayish thing that happened concurrently to the red/black flashing. It also went to a point instead of seeing a circle at the end.",drawing,2025-04-14T17:49:33.508Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","I saw three main things, in three separate sections. The first things I started to see were spiderweb-like lines that were not colored, but were moreso lighter/darker over the red/black flickering. The spider-web lines felt almost like a tunnel based on how they were shaped, like it was the inside view of a cylinder made up of the spider-web lines. It also felt like it was moving in a way where the cylindrical structure of the lines were part of the tunnel that was either coming towards or away from what I was seeing. The second part was the most hallucinations I saw in a short period of time. The screen started growing, and it was still just the red/black flash but the screen felt like it was slowly getting bigger, and there were moments were I was fully immersed into the screen like there was nothing else around it, and the screen didn't stop looking like it was growing until that section of my hallucinations ended. The last part, I saw directional lines that were moving towards the curves they were pointing to. The lines were alternating between left to right and right to left from top to bottom. This one is a bit hard to explain with words but I drew this on the paper, as well as the tunnel spider-web thing. It's also notable that I saw cyan occasionally throughout the whole time in small moments.",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat enjoyable, but easy to stop","[""No change, fully alert in the here and now""]",,6.0,5.0,21,I think this study tied to how vivid our imagery is as individuals and how that ties into what we see during the flashes.,No,High School,Yes,Man,Left,Yes,No,4,5,3,4,4,4,3,4,4,3,2,3,4,4,3,4,2,4,55,-0.3896052928832145
32,8,normal,gemini,1819_gemini,1034_gemini,008_gemini,own,5.94,middle,1,na,participant_008_gemini,participant_008_gpt4,2,4,2,3,"I feel like it's pretty difficult for images to resemble the experience just because there were three main parts of my experience, and also the tunnel spiderweb thing was more of a grayish thing that happened concurrently to the red/black flashing. It also went to a point instead of seeing a circle at the end.",drawing,2025-04-14T17:49:33.508Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","I saw three main things, in three separate sections. The first things I started to see were spiderweb-like lines that were not colored, but were moreso lighter/darker over the red/black flickering. The spider-web lines felt almost like a tunnel based on how they were shaped, like it was the inside view of a cylinder made up of the spider-web lines. It also felt like it was moving in a way where the cylindrical structure of the lines were part of the tunnel that was either coming towards or away from what I was seeing. The second part was the most hallucinations I saw in a short period of time. The screen started growing, and it was still just the red/black flash but the screen felt like it was slowly getting bigger, and there were moments were I was fully immersed into the screen like there was nothing else around it, and the screen didn't stop looking like it was growing until that section of my hallucinations ended. The last part, I saw directional lines that were moving towards the curves they were pointing to. The lines were alternating between left to right and right to left from top to bottom. This one is a bit hard to explain with words but I drew this on the paper, as well as the tunnel spider-web thing. It's also notable that I saw cyan occasionally throughout the whole time in small moments.",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat enjoyable, but easy to stop","[""No change, fully alert in the here and now""]",,6.0,5.0,21,I think this study tied to how vivid our imagery is as individuals and how that ties into what we see during the flashes.,No,High School,Yes,Man,Left,Yes,No,4,5,3,4,4,4,3,4,4,3,2,3,4,4,3,4,2,4,55,-0.3896052928832145
33,8,normal,claude,1819_claude,1034_claude,008_claude,own,10.84,middle,1,na,participant_008_claude,participant_008_gpt4,2,4,2,3,"I feel like it's pretty difficult for images to resemble the experience just because there were three main parts of my experience, and also the tunnel spiderweb thing was more of a grayish thing that happened concurrently to the red/black flashing. It also went to a point instead of seeing a circle at the end.",drawing,2025-04-14T17:49:33.508Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","I saw three main things, in three separate sections. The first things I started to see were spiderweb-like lines that were not colored, but were moreso lighter/darker over the red/black flickering. The spider-web lines felt almost like a tunnel based on how they were shaped, like it was the inside view of a cylinder made up of the spider-web lines. It also felt like it was moving in a way where the cylindrical structure of the lines were part of the tunnel that was either coming towards or away from what I was seeing. The second part was the most hallucinations I saw in a short period of time. The screen started growing, and it was still just the red/black flash but the screen felt like it was slowly getting bigger, and there were moments were I was fully immersed into the screen like there was nothing else around it, and the screen didn't stop looking like it was growing until that section of my hallucinations ended. The last part, I saw directional lines that were moving towards the curves they were pointing to. The lines were alternating between left to right and right to left from top to bottom. This one is a bit hard to explain with words but I drew this on the paper, as well as the tunnel spider-web thing. It's also notable that I saw cyan occasionally throughout the whole time in small moments.",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat enjoyable, but easy to stop","[""No change, fully alert in the here and now""]",,6.0,5.0,21,I think this study tied to how vivid our imagery is as individuals and how that ties into what we see during the flashes.,No,High School,Yes,Man,Left,Yes,No,4,5,3,4,4,4,3,4,4,3,2,3,4,4,3,4,2,4,55,-0.3896052928832145
34,8,final,na,na,na,na,own,20.89,bottom_right,1,gpt4.5,participant_008_gpt4,participant_008_gpt4,2,4,2,3,"I feel like it's pretty difficult for images to resemble the experience just because there were three main parts of my experience, and also the tunnel spiderweb thing was more of a grayish thing that happened concurrently to the red/black flashing. It also went to a point instead of seeing a circle at the end.",drawing,2025-04-14T17:49:33.508Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","I saw three main things, in three separate sections. The first things I started to see were spiderweb-like lines that were not colored, but were moreso lighter/darker over the red/black flickering. The spider-web lines felt almost like a tunnel based on how they were shaped, like it was the inside view of a cylinder made up of the spider-web lines. It also felt like it was moving in a way where the cylindrical structure of the lines were part of the tunnel that was either coming towards or away from what I was seeing. The second part was the most hallucinations I saw in a short period of time. The screen started growing, and it was still just the red/black flash but the screen felt like it was slowly getting bigger, and there were moments were I was fully immersed into the screen like there was nothing else around it, and the screen didn't stop looking like it was growing until that section of my hallucinations ended. The last part, I saw directional lines that were moving towards the curves they were pointing to. The lines were alternating between left to right and right to left from top to bottom. This one is a bit hard to explain with words but I drew this on the paper, as well as the tunnel spider-web thing. It's also notable that I saw cyan occasionally throughout the whole time in small moments.",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,All over the screen,"Somewhat enjoyable, but easy to stop","[""No change, fully alert in the here and now""]",,6.0,5.0,21,I think this study tied to how vivid our imagery is as individuals and how that ties into what we see during the flashes.,No,High School,Yes,Man,Left,Yes,No,4,5,3,4,4,4,3,4,4,3,2,3,4,4,3,4,2,4,55,-0.3896052928832145
35,9,normal,claude,32_claude,2784_claude,009_claude,own,15.76,right,1,na,participant_009_claude,participant_009_stable,4,3,2,4,"It was square like this with a sort of halo effect, but it wasn't just one, it was a a grid like effect that expands. There was also red in it with black and white",drawing,2025-04-14T19:03:42.000Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]",Grid like structures of squares. Other times I saw diagonal lines and they would move from left to right. Less frequently I saw circles pulsing (getting bigger and smaller). ,A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,In the center,"Somewhat enjoyable, but easy to stop","[""Lost a sense of time"",""Lost a sense of space""]",It felt like I was sucked in to the flickering screen,,,30,Visual imagery,No,Master's Degree,No,Woman,Right,Yes,No,4,6,5,2,2,5,3,3,5,5,5,3,4,4,5,2,4,2,59,-0.02050554173069543
36,9,normal,gemini,32_gemini,2784_gemini,009_gemini,aphantasia,5.49,right,0,na,32_gemini,participant_009_stable,4,3,2,4,"It was square like this with a sort of halo effect, but it wasn't just one, it was a a grid like effect that expands. There was also red in it with black and white",drawing,2025-04-14T19:03:42.000Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]",Grid like structures of squares. Other times I saw diagonal lines and they would move from left to right. Less frequently I saw circles pulsing (getting bigger and smaller). ,A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,In the center,"Somewhat enjoyable, but easy to stop","[""Lost a sense of time"",""Lost a sense of space""]",It felt like I was sucked in to the flickering screen,,,30,Visual imagery,No,Master's Degree,No,Woman,Right,Yes,No,4,6,5,2,2,5,3,3,5,5,5,3,4,4,5,2,4,2,59,-0.02050554173069543
37,9,normal,dalle,32_dalle,2784_dalle,009_dalle,own,12.19,left,1,na,participant_009_dalle,participant_009_stable,4,3,2,4,"It was square like this with a sort of halo effect, but it wasn't just one, it was a a grid like effect that expands. There was also red in it with black and white",drawing,2025-04-14T19:03:42.000Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]",Grid like structures of squares. Other times I saw diagonal lines and they would move from left to right. Less frequently I saw circles pulsing (getting bigger and smaller). ,A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,In the center,"Somewhat enjoyable, but easy to stop","[""Lost a sense of time"",""Lost a sense of space""]",It felt like I was sucked in to the flickering screen,,,30,Visual imagery,No,Master's Degree,No,Woman,Right,Yes,No,4,6,5,2,2,5,3,3,5,5,5,3,4,4,5,2,4,2,59,-0.02050554173069543
38,9,normal,gpto,32_gpto,2784_gpto,009_gpto,aphantasia,5.3,left,0,na,32_gpto,participant_009_stable,4,3,2,4,"It was square like this with a sort of halo effect, but it wasn't just one, it was a a grid like effect that expands. There was also red in it with black and white",drawing,2025-04-14T19:03:42.000Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]",Grid like structures of squares. Other times I saw diagonal lines and they would move from left to right. Less frequently I saw circles pulsing (getting bigger and smaller). ,A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,In the center,"Somewhat enjoyable, but easy to stop","[""Lost a sense of time"",""Lost a sense of space""]",It felt like I was sucked in to the flickering screen,,,30,Visual imagery,No,Master's Degree,No,Woman,Right,Yes,No,4,6,5,2,2,5,3,3,5,5,5,3,4,4,5,2,4,2,59,-0.02050554173069543
39,9,normal,stable,32_stable,2784_stable,009_stable,own,3.83,middle,1,na,participant_009_stable,participant_009_stable,4,3,2,4,"It was square like this with a sort of halo effect, but it wasn't just one, it was a a grid like effect that expands. There was also red in it with black and white",drawing,2025-04-14T19:03:42.000Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]",Grid like structures of squares. Other times I saw diagonal lines and they would move from left to right. Less frequently I saw circles pulsing (getting bigger and smaller). ,A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,In the center,"Somewhat enjoyable, but easy to stop","[""Lost a sense of time"",""Lost a sense of space""]",It felt like I was sucked in to the flickering screen,,,30,Visual imagery,No,Master's Degree,No,Woman,Right,Yes,No,4,6,5,2,2,5,3,3,5,5,5,3,4,4,5,2,4,2,59,-0.02050554173069543
40,9,normal,gpt4.5,32_gpt4.5,2784_gpt4.5,009_gpt4.5,own,4.03,left,1,na,participant_009_gpt4,participant_009_stable,4,3,2,4,"It was square like this with a sort of halo effect, but it wasn't just one, it was a a grid like effect that expands. There was also red in it with black and white",drawing,2025-04-14T19:03:42.000Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]",Grid like structures of squares. Other times I saw diagonal lines and they would move from left to right. Less frequently I saw circles pulsing (getting bigger and smaller). ,A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,In the center,"Somewhat enjoyable, but easy to stop","[""Lost a sense of time"",""Lost a sense of space""]",It felt like I was sucked in to the flickering screen,,,30,Visual imagery,No,Master's Degree,No,Woman,Right,Yes,No,4,6,5,2,2,5,3,3,5,5,5,3,4,4,5,2,4,2,59,-0.02050554173069543
41,9,final,na,na,na,na,own,22.12,top_right,1,stable,participant_009_stable,participant_009_stable,4,3,2,4,"It was square like this with a sort of halo effect, but it wasn't just one, it was a a grid like effect that expands. There was also red in it with black and white",drawing,2025-04-14T19:03:42.000Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]",Grid like structures of squares. Other times I saw diagonal lines and they would move from left to right. Less frequently I saw circles pulsing (getting bigger and smaller). ,A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,In the center,"Somewhat enjoyable, but easy to stop","[""Lost a sense of time"",""Lost a sense of space""]",It felt like I was sucked in to the flickering screen,,,30,Visual imagery,No,Master's Degree,No,Woman,Right,Yes,No,4,6,5,2,2,5,3,3,5,5,5,3,4,4,5,2,4,2,59,-0.02050554173069543
42,10,normal,gpto,1558_gpto,1060_gpto,010_gpto,own,3.73,left,1,na,participant_010_gpto,participant_010_gpto,0,4,4,3,"This visualization shows the room spinning around the head of the participant, which is what I felt happening to me. Although the room was red, black, and grey with little white stars when I did it, I think that this visualization is otherwise pretty accurate as to the sensation that I felt and experienced while sitting there. ",drawing,2025-04-16T22:59:21.410Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","In the beginning of it I felt very aware that there was a screen, but about a minute or two in the screen almost split in two and then looked almost like a black hole in the middle. That went on for a bit and then later in the experiment I experienced almost a hurricane sensation where the entire room felt like it was spinning and the screen was wrapping around my head and spinning the top portion of the room. During this I also experienced seeing stars, maybe they were just white dots but it looked like I was in a whirl of space with stars all around me. The spinning spiral was tilted towards the right corner of the room, and it spun for the majority of the time that I was in the room. Then, it felt like the screen was moving towards me and the ""hurricane"" spinning was coming closer to my face. ",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""As if in a dreamlike state""]","I was very aware of where I was the entire time, but it was very easy to feel like I was being ""sucked"" into the screen or that the screen was moving towards me.",,,21,I think the study was about how people experience this hallucinations differently and how vivid people are able to see the hallucinations based on how well they can use their visual imagery in other aspects of life,No,Bachelor's Degree,Yes,Woman,Right,Yes,No,8,8,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,56,-0.2973303550950847
43,10,normal,stable,1558_stable,1060_stable,010_stable,own,2.83,left,1,na,participant_010_stable,participant_010_gpto,0,4,4,3,"This visualization shows the room spinning around the head of the participant, which is what I felt happening to me. Although the room was red, black, and grey with little white stars when I did it, I think that this visualization is otherwise pretty accurate as to the sensation that I felt and experienced while sitting there. ",drawing,2025-04-16T22:59:21.410Z,True,"[""Distortions (e.g., screen warping or rotating)"",""Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)""]","In the beginning of it I felt very aware that there was a screen, but about a minute or two in the screen almost split in two and then looked almost like a black hole in the middle. That went on for a bit and then later in the experiment I experienced almost a hurricane sensation where the entire room felt like it was spinning and the screen was wrapping around my head and spinning the top portion of the room. During this I also experienced seeing stars, maybe they were just white dots but it looked like I was in a whirl of space with stars all around me. The spinning spiral was tilted towards the right corner of the room, and it spun for the majority of the time that I was in the room. Then, it felt like the screen was moving towards me and the ""hurricane"" spinning was coming closer to my face. ",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,In the center,"Somewhat unpleasant, but didn't mind going on","[""Became relaxed or sleepy"",""As if in a dreamlike state""]","I was very aware of where I was the entire time, but it was very easy to feel like I was being ""sucked"" into the screen or that the screen was moving towards me.",,,21,I think the study was about how people experience this hallucinations differently and how vivid people are able to see the hallucinations based on how well they can use their visual imagery in other aspects of life,No,Bachelor's Degree,Yes,Woman,Right,Yes,No,8,8,3,4,4,4,4,4,4,3,2,3,3,3,3,4,4,4,56,-0.2973303550950847
